"fishing_fleet","gear_type","time_start","time_end","geographic_identifier","fishing_mode","species","measurement_type","measurement_unit","measurement_value","source_authority","measurement","measurement_processing_level"
"FM","L",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",296.6,"WCPFC","catch","raised"
"JP","L",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",1127,"WCPFC","catch","raised"
"KI","L",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",312.65,"WCPFC","catch","raised"
"KR","L",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",1406,"WCPFC","catch","raised"
"MH","L",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",123.53,"WCPFC","catch","raised"
"NC","L",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",13.85,"WCPFC","catch","raised"
"NZ","L",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",1,"WCPFC","catch","raised"
"PF","L",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",202.1,"WCPFC","catch","raised"
"PG","L",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",50.62,"WCPFC","catch","raised"
"PW","L",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",0.2,"WCPFC","catch","raised"
"SB","L",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",219.44,"WCPFC","catch","raised"
"TO","L",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",56.35,"WCPFC","catch","raised"
"TW","L",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",2959,"WCPFC","catch","raised"
"US","L",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",353,"WCPFC","catch","raised"
"VU","L",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",146.73,"WCPFC","catch","raised"
"WS","L",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",91.61,"WCPFC","catch","raised"
"JP","O",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",159,"WCPFC","catch","raised"
"PF","O",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",157,"WCPFC","catch","raised"
"JP","P",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",1,"WCPFC","catch","raised"
"PF","P",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",10,"WCPFC","catch","raised"
"PH","R",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",60,"WCPFC","catch","raised"
"CK","S",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",1.53,"WCPFC","catch","raised"
"EC","S",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",2.025,"WCPFC","catch","raised"
"FM","S",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",33.91,"WCPFC","catch","raised"
"KI","S",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",45.01,"WCPFC","catch","raised"
"MH","S",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",11.99,"WCPFC","catch","raised"
"NR","S",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",25.96,"WCPFC","catch","raised"
"PG","S",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",23.62,"WCPFC","catch","raised"
"SB","S",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",8.57,"WCPFC","catch","raised"
"TV","S",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",10.71,"WCPFC","catch","raised"
"TW","S",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",4.9,"WCPFC","catch","raised"
"US","S",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",3,"WCPFC","catch","raised"
"VU","S",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",1.3,"WCPFC","catch","raised"
"JP","T",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",6,"WCPFC","catch","raised"
"US","T",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",93,"WCPFC","catch","raised"
"ID","G",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",9,"WCPFC","catch","raised"
"JP","G",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",3,"WCPFC","catch","raised"
"VN","G",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",59,"WCPFC","catch","raised"
"ID","H",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",24,"WCPFC","catch","raised"
"US","H",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",4,"WCPFC","catch","raised"
"ID","K",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",3,"WCPFC","catch","raised"
"CK","L",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",13.35,"WCPFC","catch","raised"
"CN","L",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",1494,"WCPFC","catch","raised"
"ES","L",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",15.25,"WCPFC","catch","raised"
"FJ","L",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",184.63,"WCPFC","catch","raised"
"FM","L",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",439.62,"WCPFC","catch","raised"
"ID","L",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",33,"WCPFC","catch","raised"
"JP","L",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",1552,"WCPFC","catch","raised"
"KI","L",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",1011.14,"WCPFC","catch","raised"
"KR","L",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",1527,"WCPFC","catch","raised"
"MH","L",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",421.73,"WCPFC","catch","raised"
"NC","L",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",7.99,"WCPFC","catch","raised"
"PF","L",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",216.73,"WCPFC","catch","raised"
"PG","L",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",3.4,"WCPFC","catch","raised"
"SB","L",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",244.71,"WCPFC","catch","raised"
"TO","L",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",37.47,"WCPFC","catch","raised"
"TW","L",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",4173,"WCPFC","catch","raised"
"US","L",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",746,"WCPFC","catch","raised"
"VU","L",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",309.36,"WCPFC","catch","raised"
"WS","L",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",18.53,"WCPFC","catch","raised"
"ID","O",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",148,"WCPFC","catch","raised"
"JP","O",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",58,"WCPFC","catch","raised"
"JP","P",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",1,"WCPFC","catch","raised"
"CK","S",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",9.21,"WCPFC","catch","raised"
"EC","S",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",5.895,"WCPFC","catch","raised"
"FM","S",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",41.71,"WCPFC","catch","raised"
"ID","S",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",8,"WCPFC","catch","raised"
"KI","S",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",40.1,"WCPFC","catch","raised"
"KR","S",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",3,"WCPFC","catch","raised"
"MH","S",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",12.07,"WCPFC","catch","raised"
"NR","S",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",21.41,"WCPFC","catch","raised"
"PG","S",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",63.38,"WCPFC","catch","raised"
"SB","S",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",7.76,"WCPFC","catch","raised"
"TV","S",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",11.13,"WCPFC","catch","raised"
"TW","S",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",7,"WCPFC","catch","raised"
"US","S",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",1,"WCPFC","catch","raised"
"VU","S",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",1.5,"WCPFC","catch","raised"
"JP","T",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",155,"WCPFC","catch","raised"
"US","T",2024-01-01,2024-12-31,"WCPFC","UNK","BUM","NC","t",132,"WCPFC","catch","raised"
"AU","L",2006-01-01,2006-12-31,"WCPFC","UNK","FAL","NC","t",2,"WCPFC","catch","raised"
"ES","L",2006-01-01,2006-12-31,"WCPFC","UNK","FAL","NC","t",1,"WCPFC","catch","raised"
"AU","L",2007-01-01,2007-12-31,"WCPFC","UNK","FAL","NC","t",2,"WCPFC","catch","raised"
"JP","L",2008-01-01,2008-12-31,"WCPFC","UNK","FAL","NC","t",20,"WCPFC","catch","raised"
"CK","L",2009-01-01,2009-12-31,"WCPFC","UNK","FAL","NC","t",16,"WCPFC","catch","raised"
"FM","L",2009-01-01,2009-12-31,"WCPFC","UNK","FAL","NC","t",337,"WCPFC","catch","raised"
"JP","L",2009-01-01,2009-12-31,"WCPFC","UNK","FAL","NC","t",12,"WCPFC","catch","raised"
"MH","L",2009-01-01,2009-12-31,"WCPFC","UNK","FAL","NC","t",7,"WCPFC","catch","raised"
"NC","L",2009-01-01,2009-12-31,"WCPFC","UNK","FAL","NC","t",7,"WCPFC","catch","raised"
"PG","L",2009-01-01,2009-12-31,"WCPFC","UNK","FAL","NC","t",207,"WCPFC","catch","raised"
"TO","L",2009-01-01,2009-12-31,"WCPFC","UNK","FAL","NC","t",13,"WCPFC","catch","raised"
"TW","L",2009-01-01,2009-12-31,"WCPFC","UNK","FAL","NC","t",727,"WCPFC","catch","raised"
"VU","L",2009-01-01,2009-12-31,"WCPFC","UNK","FAL","NC","t",804,"WCPFC","catch","raised"
"WS","L",2009-01-01,2009-12-31,"WCPFC","UNK","FAL","NC","t",37,"WCPFC","catch","raised"
"CK","L",2010-01-01,2010-12-31,"WCPFC","UNK","FAL","NC","t",14,"WCPFC","catch","raised"
"FM","L",2010-01-01,2010-12-31,"WCPFC","UNK","FAL","NC","t",226,"WCPFC","catch","raised"
"JP","L",2010-01-01,2010-12-31,"WCPFC","UNK","FAL","NC","t",5,"WCPFC","catch","raised"
"MH","L",2010-01-01,2010-12-31,"WCPFC","UNK","FAL","NC","t",5,"WCPFC","catch","raised"
"NC","L",2010-01-01,2010-12-31,"WCPFC","UNK","FAL","NC","t",10,"WCPFC","catch","raised"
"PF","L",2010-01-01,2010-12-31,"WCPFC","UNK","FAL","NC","t",2,"WCPFC","catch","raised"
"PG","L",2010-01-01,2010-12-31,"WCPFC","UNK","FAL","NC","t",169,"WCPFC","catch","raised"
"TO","L",2010-01-01,2010-12-31,"WCPFC","UNK","FAL","NC","t",6,"WCPFC","catch","raised"
"TW","L",2010-01-01,2010-12-31,"WCPFC","UNK","FAL","NC","t",650,"WCPFC","catch","raised"
"VU","L",2010-01-01,2010-12-31,"WCPFC","UNK","FAL","NC","t",630,"WCPFC","catch","raised"
"WS","L",2010-01-01,2010-12-31,"WCPFC","UNK","FAL","NC","t",33,"WCPFC","catch","raised"
"CK","L",2011-01-01,2011-12-31,"WCPFC","UNK","FAL","NC","t",18,"WCPFC","catch","raised"
"FJ","L",2011-01-01,2011-12-31,"WCPFC","UNK","FAL","NC","t",250,"WCPFC","catch","raised"
"FM","L",2011-01-01,2011-12-31,"WCPFC","UNK","FAL","NC","t",322,"WCPFC","catch","raised"
"JP","L",2011-01-01,2011-12-31,"WCPFC","UNK","FAL","NC","t",7,"WCPFC","catch","raised"
"MH","L",2011-01-01,2011-12-31,"WCPFC","UNK","FAL","NC","t",5,"WCPFC","catch","raised"
"NC","L",2011-01-01,2011-12-31,"WCPFC","UNK","FAL","NC","t",7,"WCPFC","catch","raised"
"PG","L",2011-01-01,2011-12-31,"WCPFC","UNK","FAL","NC","t",147,"WCPFC","catch","raised"
"TO","L",2011-01-01,2011-12-31,"WCPFC","UNK","FAL","NC","t",10,"WCPFC","catch","raised"
"TW","L",2011-01-01,2011-12-31,"WCPFC","UNK","FAL","NC","t",988,"WCPFC","catch","raised"
"VU","L",2011-01-01,2011-12-31,"WCPFC","UNK","FAL","NC","t",554,"WCPFC","catch","raised"
"WS","L",2011-01-01,2011-12-31,"WCPFC","UNK","FAL","NC","t",20,"WCPFC","catch","raised"
"AU","S",2011-01-01,2011-12-31,"WCPFC","UNK","FAL","NC","t",2,"WCPFC","catch","raised"
"TW","S",2011-01-01,2011-12-31,"WCPFC","UNK","FAL","NC","t",180,"WCPFC","catch","raised"
"CK","L",2012-01-01,2012-12-31,"WCPFC","UNK","FAL","NC","t",16,"WCPFC","catch","raised"
"FJ","L",2012-01-01,2012-12-31,"WCPFC","UNK","FAL","NC","t",309,"WCPFC","catch","raised"
"FM","L",2012-01-01,2012-12-31,"WCPFC","UNK","FAL","NC","t",230,"WCPFC","catch","raised"
"JP","L",2012-01-01,2012-12-31,"WCPFC","UNK","FAL","NC","t",3,"WCPFC","catch","raised"
"KR","L",2012-01-01,2012-12-31,"WCPFC","UNK","FAL","NC","t",4,"WCPFC","catch","raised"
"MH","L",2012-01-01,2012-12-31,"WCPFC","UNK","FAL","NC","t",18,"WCPFC","catch","raised"
"NC","L",2012-01-01,2012-12-31,"WCPFC","UNK","FAL","NC","t",7,"WCPFC","catch","raised"
"PF","L",2012-01-01,2012-12-31,"WCPFC","UNK","FAL","NC","t",2,"WCPFC","catch","raised"
"PG","L",2012-01-01,2012-12-31,"WCPFC","UNK","FAL","NC","t",215,"WCPFC","catch","raised"
"TO","L",2012-01-01,2012-12-31,"WCPFC","UNK","FAL","NC","t",8,"WCPFC","catch","raised"
"TW","L",2012-01-01,2012-12-31,"WCPFC","UNK","FAL","NC","t",570,"WCPFC","catch","raised"
"VU","L",2012-01-01,2012-12-31,"WCPFC","UNK","FAL","NC","t",617,"WCPFC","catch","raised"
"WS","L",2012-01-01,2012-12-31,"WCPFC","UNK","FAL","NC","t",25,"WCPFC","catch","raised"
"AU","S",2012-01-01,2012-12-31,"WCPFC","UNK","FAL","NC","t",2,"WCPFC","catch","raised"
"TW","S",2012-01-01,2012-12-31,"WCPFC","UNK","FAL","NC","t",180,"WCPFC","catch","raised"
"AU","L",2013-01-01,2013-12-31,"WCPFC","UNK","FAL","NC","t",1,"WCPFC","catch","raised"
"CK","L",2013-01-01,2013-12-31,"WCPFC","UNK","FAL","NC","t",5,"WCPFC","catch","raised"
"FJ","L",2013-01-01,2013-12-31,"WCPFC","UNK","FAL","NC","t",221,"WCPFC","catch","raised"
"FM","L",2013-01-01,2013-12-31,"WCPFC","UNK","FAL","NC","t",159,"WCPFC","catch","raised"
"KR","L",2013-01-01,2013-12-31,"WCPFC","UNK","FAL","NC","t",33,"WCPFC","catch","raised"
"MH","L",2013-01-01,2013-12-31,"WCPFC","UNK","FAL","NC","t",5,"WCPFC","catch","raised"
"NC","L",2013-01-01,2013-12-31,"WCPFC","UNK","FAL","NC","t",1,"WCPFC","catch","raised"
"PF","L",2013-01-01,2013-12-31,"WCPFC","UNK","FAL","NC","t",2,"WCPFC","catch","raised"
"PG","L",2013-01-01,2013-12-31,"WCPFC","UNK","FAL","NC","t",215,"WCPFC","catch","raised"
"TO","L",2013-01-01,2013-12-31,"WCPFC","UNK","FAL","NC","t",4,"WCPFC","catch","raised"
"TW","L",2013-01-01,2013-12-31,"WCPFC","UNK","FAL","NC","t",557,"WCPFC","catch","raised"
"VU","L",2013-01-01,2013-12-31,"WCPFC","UNK","FAL","NC","t",617,"WCPFC","catch","raised"
"WS","L",2013-01-01,2013-12-31,"WCPFC","UNK","FAL","NC","t",15,"WCPFC","catch","raised"
"AU","S",2013-01-01,2013-12-31,"WCPFC","UNK","FAL","NC","t",2,"WCPFC","catch","raised"
"TW","S",2013-01-01,2013-12-31,"WCPFC","UNK","FAL","NC","t",22,"WCPFC","catch","raised"
"AU","L",2014-01-01,2014-12-31,"WCPFC","UNK","FAL","NC","t",8,"WCPFC","catch","raised"
"FJ","L",2014-01-01,2014-12-31,"WCPFC","UNK","FAL","NC","t",1,"WCPFC","catch","raised"
"KR","L",2014-01-01,2014-12-31,"WCPFC","UNK","FAL","NC","t",33,"WCPFC","catch","raised"
"NC","L",2014-01-01,2014-12-31,"WCPFC","UNK","FAL","NC","t",1,"WCPFC","catch","raised"
"PF","L",2014-01-01,2014-12-31,"WCPFC","UNK","FAL","NC","t",4,"WCPFC","catch","raised"
"PG","L",2014-01-01,2014-12-31,"WCPFC","UNK","FAL","NC","t",215,"WCPFC","catch","raised"
"TW","L",2014-01-01,2014-12-31,"WCPFC","UNK","FAL","NC","t",235,"WCPFC","catch","raised"
"VU","L",2014-01-01,2014-12-31,"WCPFC","UNK","FAL","NC","t",48,"WCPFC","catch","raised"
"WS","L",2014-01-01,2014-12-31,"WCPFC","UNK","FAL","NC","t",15,"WCPFC","catch","raised"
"SB","P",2014-01-01,2014-12-31,"WCPFC","UNK","FAL","NC","t",17,"WCPFC","catch","raised"
"AU","S",2014-01-01,2014-12-31,"WCPFC","UNK","FAL","NC","t",2,"WCPFC","catch","raised"
"TW","S",2014-01-01,2014-12-31,"WCPFC","UNK","FAL","NC","t",32,"WCPFC","catch","raised"
"VU","S",2014-01-01,2014-12-31,"WCPFC","UNK","FAL","NC","t",79,"WCPFC","catch","raised"
"AU","L",2015-01-01,2015-12-31,"WCPFC","UNK","FAL","NC","t",5,"WCPFC","catch","raised"
"CN","L",2015-01-01,2015-12-31,"WCPFC","UNK","FAL","NC","t",3,"WCPFC","catch","raised"
"NC","L",2015-01-01,2015-12-31,"WCPFC","UNK","FAL","NC","t",6,"WCPFC","catch","raised"
"PF","L",2015-01-01,2015-12-31,"WCPFC","UNK","FAL","NC","t",12,"WCPFC","catch","raised"
"VU","L",2015-01-01,2015-12-31,"WCPFC","UNK","FAL","NC","t",23,"WCPFC","catch","raised"
"SB","P",2015-01-01,2015-12-31,"WCPFC","UNK","FAL","NC","t",1,"WCPFC","catch","raised"
"AU","S",2015-01-01,2015-12-31,"WCPFC","UNK","FAL","NC","t",2,"WCPFC","catch","raised"
"ES","S",2015-01-01,2015-12-31,"WCPFC","UNK","FAL","NC","t",23,"WCPFC","catch","raised"
"TW","S",2015-01-01,2015-12-31,"WCPFC","UNK","FAL","NC","t",32,"WCPFC","catch","raised"
"VU","S",2015-01-01,2015-12-31,"WCPFC","UNK","FAL","NC","t",79,"WCPFC","catch","raised"
"AU","L",2016-01-01,2016-12-31,"WCPFC","UNK","FAL","NC","t",2,"WCPFC","catch","raised"
"CK","L",2016-01-01,2016-12-31,"WCPFC","UNK","FAL","NC","t",1,"WCPFC","catch","raised"
"CN","L",2016-01-01,2016-12-31,"WCPFC","UNK","FAL","NC","t",11,"WCPFC","catch","raised"
"FJ","L",2016-01-01,2016-12-31,"WCPFC","UNK","FAL","NC","t",101,"WCPFC","catch","raised"
"FM","L",2016-01-01,2016-12-31,"WCPFC","UNK","FAL","NC","t",66,"WCPFC","catch","raised"
"KI","L",2016-01-01,2016-12-31,"WCPFC","UNK","FAL","NC","t",10,"WCPFC","catch","raised"
"MH","L",2016-01-01,2016-12-31,"WCPFC","UNK","FAL","NC","t",4,"WCPFC","catch","raised"
"NC","L",2016-01-01,2016-12-31,"WCPFC","UNK","FAL","NC","t",10,"WCPFC","catch","raised"
"PF","L",2016-01-01,2016-12-31,"WCPFC","UNK","FAL","NC","t",59,"WCPFC","catch","raised"
"TO","L",2016-01-01,2016-12-31,"WCPFC","UNK","FAL","NC","t",1,"WCPFC","catch","raised"
"TW","L",2016-01-01,2016-12-31,"WCPFC","UNK","FAL","NC","t",8,"WCPFC","catch","raised"
"VU","L",2016-01-01,2016-12-31,"WCPFC","UNK","FAL","NC","t",4,"WCPFC","catch","raised"
"WS","L",2016-01-01,2016-12-31,"WCPFC","UNK","FAL","NC","t",1,"WCPFC","catch","raised"
"AU","S",2016-01-01,2016-12-31,"WCPFC","UNK","FAL","NC","t",2,"WCPFC","catch","raised"
"ES","S",2016-01-01,2016-12-31,"WCPFC","UNK","FAL","NC","t",1,"WCPFC","catch","raised"
"FM","S",2016-01-01,2016-12-31,"WCPFC","UNK","FAL","NC","t",3,"WCPFC","catch","raised"
"KI","S",2016-01-01,2016-12-31,"WCPFC","UNK","FAL","NC","t",91,"WCPFC","catch","raised"
"MH","S",2016-01-01,2016-12-31,"WCPFC","UNK","FAL","NC","t",29,"WCPFC","catch","raised"
"PG","S",2016-01-01,2016-12-31,"WCPFC","UNK","FAL","NC","t",662,"WCPFC","catch","raised"
"SB","S",2016-01-01,2016-12-31,"WCPFC","UNK","FAL","NC","t",128,"WCPFC","catch","raised"
"TW","S",2016-01-01,2016-12-31,"WCPFC","UNK","FAL","NC","t",67,"WCPFC","catch","raised"
"VU","S",2016-01-01,2016-12-31,"WCPFC","UNK","FAL","NC","t",79,"WCPFC","catch","raised"
"AU","L",2017-01-01,2017-12-31,"WCPFC","UNK","FAL","NC","t",8,"WCPFC","catch","raised"
"CK","L",2017-01-01,2017-12-31,"WCPFC","UNK","FAL","NC","t",1,"WCPFC","catch","raised"
"CN","L",2017-01-01,2017-12-31,"WCPFC","UNK","FAL","NC","t",14,"WCPFC","catch","raised"
"FJ","L",2017-01-01,2017-12-31,"WCPFC","UNK","FAL","NC","t",105,"WCPFC","catch","raised"
"FM","L",2017-01-01,2017-12-31,"WCPFC","UNK","FAL","NC","t",100,"WCPFC","catch","raised"
"KI","L",2017-01-01,2017-12-31,"WCPFC","UNK","FAL","NC","t",114,"WCPFC","catch","raised"
"MH","L",2017-01-01,2017-12-31,"WCPFC","UNK","FAL","NC","t",16,"WCPFC","catch","raised"
"NC","L",2017-01-01,2017-12-31,"WCPFC","UNK","FAL","NC","t",10,"WCPFC","catch","raised"
"PF","L",2017-01-01,2017-12-31,"WCPFC","UNK","FAL","NC","t",60,"WCPFC","catch","raised"
"PW","L",2017-01-01,2017-12-31,"WCPFC","UNK","FAL","NC","t",18,"WCPFC","catch","raised"
"TV","L",2017-01-01,2017-12-31,"WCPFC","UNK","FAL","NC","t",4,"WCPFC","catch","raised"
"TW","L",2017-01-01,2017-12-31,"WCPFC","UNK","FAL","NC","t",16,"WCPFC","catch","raised"
"VN","L",2017-01-01,2017-12-31,"WCPFC","UNK","FAL","NC","t",10,"WCPFC","catch","raised"
"VU","L",2017-01-01,2017-12-31,"WCPFC","UNK","FAL","NC","t",3,"WCPFC","catch","raised"
"AU","S",2017-01-01,2017-12-31,"WCPFC","UNK","FAL","NC","t",2,"WCPFC","catch","raised"
"ES","S",2017-01-01,2017-12-31,"WCPFC","UNK","FAL","NC","t",1,"WCPFC","catch","raised"
"FM","S",2017-01-01,2017-12-31,"WCPFC","UNK","FAL","NC","t",154,"WCPFC","catch","raised"
"KI","S",2017-01-01,2017-12-31,"WCPFC","UNK","FAL","NC","t",91,"WCPFC","catch","raised"
"MH","S",2017-01-01,2017-12-31,"WCPFC","UNK","FAL","NC","t",190,"WCPFC","catch","raised"
"PG","S",2017-01-01,2017-12-31,"WCPFC","UNK","FAL","NC","t",647,"WCPFC","catch","raised"
"TV","S",2017-01-01,2017-12-31,"WCPFC","UNK","FAL","NC","t",12,"WCPFC","catch","raised"
"TW","S",2017-01-01,2017-12-31,"WCPFC","UNK","FAL","NC","t",140,"WCPFC","catch","raised"
"VU","S",2017-01-01,2017-12-31,"WCPFC","UNK","FAL","NC","t",1,"WCPFC","catch","raised"
"AU","L",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",3,"WCPFC","catch","raised"
"CK","L",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",2,"WCPFC","catch","raised"
"CN","L",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",48,"WCPFC","catch","raised"
"FJ","L",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",22,"WCPFC","catch","raised"
"FM","L",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",65,"WCPFC","catch","raised"
"KI","L",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",141,"WCPFC","catch","raised"
"MH","L",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",45,"WCPFC","catch","raised"
"NC","L",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",2,"WCPFC","catch","raised"
"PF","L",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",71,"WCPFC","catch","raised"
"PG","L",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",0.212,"WCPFC","catch","raised"
"PW","L",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",4,"WCPFC","catch","raised"
"SB","L",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",12,"WCPFC","catch","raised"
"TV","L",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",4,"WCPFC","catch","raised"
"TW","L",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",2,"WCPFC","catch","raised"
"VN","L",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",10,"WCPFC","catch","raised"
"VU","L",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",0.56,"WCPFC","catch","raised"
"AU","S",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",2,"WCPFC","catch","raised"
"ES","S",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",1,"WCPFC","catch","raised"
"FM","S",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",64,"WCPFC","catch","raised"
"KI","S",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",67,"WCPFC","catch","raised"
"MH","S",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",84,"WCPFC","catch","raised"
"NR","S",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",1,"WCPFC","catch","raised"
"PG","S",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",247,"WCPFC","catch","raised"
"SB","S",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",68,"WCPFC","catch","raised"
"TV","S",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",1,"WCPFC","catch","raised"
"TW","S",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",224,"WCPFC","catch","raised"
"US","S",2018-01-01,2018-12-31,"WCPFC","UNK","FAL","NC","t",265,"WCPFC","catch","raised"
"AU","L",2019-01-01,2019-12-31,"WCPFC","UNK","FAL","NC","t",1,"WCPFC","catch","raised"
"CK","L",2019-01-01,2019-12-31,"WCPFC","UNK","FAL","NC","t",1,"WCPFC","catch","raised"
"CN","L",2019-01-01,2019-12-31,"WCPFC","UNK","FAL","NC","t",72,"WCPFC","catch","raised"
"FJ","L",2019-01-01,2019-12-31,"WCPFC","UNK","FAL","NC","t",50,"WCPFC","catch","raised"
